FI Doc No;FI Doc Date;Posting Date;Document Type;Document Type Desc;PO No;PO Line No;Vendor;Vendor Description;Vendor Invoice No;Project Nr.;Project Description;WBS;WBS Description;G/L Account;G/L Account Desc;Cost Center;Cost Center Desc;Product Desc;Item Text;Document Header Text;Payment Terms;Net Due Date;Invoice Amount Legal Entity currency;Creation date;SAP Invoice No.;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Legal Entity Currency Code;Value in document currency;Document currency Code;Quantity;Personnel Number;PO Final Invoice indicator;Value Type;Miro Invoice #;Goods Received Value
623401508086510012025;2025-10-14;2025-10-16;IR;;P001509899;1;10111109;ADRIAN GAIDA SCHREIN;0000002025100002;C.49.00603.294.0;;C.49.00603.294.028.101;Reinraumausbau;;;;;;Abwurfschacht.Angebot 2025090003;;1% 14 DAYS 45 DAYS NET;2025-11-28;300.00;2025-10-16;5111525181;capex;2;2.8;2.8.10-C;EUR;300.00;EUR;0;0;N;;5111525181;0.00
616401337895610022022;2022-07-14;2022-07-14;WE;Goods receipt;9110199587;3;10110498;ELEKTRO KREUTZPOINTN;;C.32.02927.253.0;;C.32.02927.253.024.121;Elektroinstallation;212203801;DIA GR/IR NON-TRADE;;;;CICDSP G253 Starkstrominstallationen;;;;4713.41;;5006157363;capex;2;2.4;2.4.12-C;EUR;4713.41;EUR;0;0;N;;5006157363;
623401485938130012025;2025-05-15;2025-05-20;YD;E. Vendor PO Invoice;P001310515;1;10118889;PETERSTALER MINERALQ;RE25029271;C.49.00603.294.0;;C.49.00603.294.071.101;Nebenkosten Capex;;;;;;033 COCA-COLA ZERO;;45 DAYS NET;2025-06-29;116.64;2025-05-20;5111265938;capex;7;7.1;7.1.10-C;EUR;116.64;EUR;0;0;Y;;5111265938;0.00
616401478115670022025;2025-03-28;2025-03-28;WE;Goods receipt;P001143349;1;10116415;IDONEUS ANLAGENBAU G;;C.32.02927.253.0;;C.32.02927.253.032.381;EBA Säulen;212203801;DIA GR/IR NON-TRADE;;;;CICDSP A1 Umbau 30TA55 & EBA-800;;;;90079.00;2025-03-28;5009038200;capex;3;3.2;3.2.38-C;EUR;90079.00;EUR;0;0;Y;;5009038200;
616401351551470022022;2022-10-20;2022-10-21;EI;;2111245145;15;10001084;VWR INTERNATIONAL GM;0000004874537708;C.32.02927.253.0;;C.32.02927.253.036.109;Laborgeräte KST;;;;;;ZYLINDERMENSUR M.FUSS HOHE FORM 500ML 1;;60 DAYS NET;2022-12-20;0.00;;5109592301;capex;3;3.6;3.6.10-O;EUR;81.11;EUR;0;0;N;;5109592301;0.00
616401457034350012024;2024-07-22;2024-11-11;WE;Goods receipt;P000585880;1;10128842;TROCKENBAU LOTZ CHRI;;C.32.02927.253.0;;C.32.02927.253.036.131;Labormöblierung;212203801;DIA GR/IR NON-TRADE;;;;CICDSP Kemmlit Schrank;;;;-11015.00;2024-11-11;5008610917;capex;3;3.6;3.6.13-C;EUR;-11015.00;EUR;0;0;Y;;5008610917;
623402044957510142025;2025-10-10;2025-10-10;;;;0;;-;;C.49.00603.294.0;;C.49.00603.294.071.109;Nebenkosten Opex;;;;;;Umbuchung Kosten;;;;0.00;2025-10-10;;capex;7;7.1;7.1.10-O;EUR;34.56;EUR;0;0;;;;
616401359054050012022;2022-12-12;2022-12-12;WE;Goods receipt;9110201543;1;10118398;PUERSTINGER;;C.32.02927.253.0;;C.32.02927.253.032.301;IBC Stationen;212203801;DIA GR/IR NON-TRADE;;;;CICDSP IBC Stationen;;;;94361.68;;5006603136;capex;3;3.2;3.2.30-C;EUR;94361.68;EUR;0;0;N;;5006603136;
616401376043400012023;2023-04-14;2023-04-14;WA;Goods issue;;0;;-;;C.32.02927.253.0;;C.32.02927.253.032.991;Sonstiges;114105804;DIA STOCK RM OTHER INV. LSM;;;;;;;;114.73;2023-04-14;4928033284;capex;3;3.2;3.2.99-C;EUR;114.73;EUR;0;0;;;4928033284;
623401496087050012025;2025-07-28;2025-07-28;WE;Goods receipt;P001079994;2;10015772;DREES + SOMMER SE;;C.49.00603.294.0;;C.49.00603.294.062.101;Ext PM & Engineering;212203801;DIA GR/IR NON-TRADE;;;;NA-Benutzeranforderungen.Angebot: 295 UR;;;;5054.94;2025-07-28;5009415541;capex;6;6.2;6.2.10-C;EUR;5054.94;EUR;0;0;N;;5009415541;
623401487078390012025;2025-05-28;2025-05-28;WE;Goods receipt;P001081789;1;10562523;ELEKTROPLANUNG SCHOE;;C.49.00603.294.0;;C.49.00603.294.062.101;Ext PM & Engineering;212203801;DIA GR/IR NON-TRADE;;;;Elektroplanung.Angebot: AN-1017;;;;1275.00;2025-05-28;5009229068;capex;6;6.2;6.2.10-C;EUR;1275.00;EUR;0;0;N;;5009229068;
623403344726291132025;2025-09-09;2025-09-09;;;;0;;-;;C.49.00603.294.0;;C.49.00603.294.012.101;Vorbereitende Maßnahmen;;;;;;;;;;84.00;2025-09-09;11369668;capex;1;1.2;1.2.10-C;EUR;84.00;EUR;1.000;0;;;11369668;
616401356056820012022;2022-11-22;2022-11-22;WE;Goods receipt;9110199587;3;10110498;ELEKTRO KREUTZPOINTN;;C.32.02927.253.0;;C.32.02927.253.024.121;Elektroinstallation;212203801;DIA GR/IR NON-TRADE;;;;CICDSP G253 Starkstrominstallationen;;;;4000.00;;5006540455;capex;2;2.4;2.4.12-C;EUR;4000.00;EUR;0;0;N;;5006540455;
616401497514890012025;2025-08-05;2025-08-05;WE;Goods receipt;P001137756;1;10110616;STAHL UND MASCHINENB;;C.32.02927.253.0;;C.32.02927.253.028.121;Schlosserarbeiten;212203801;DIA GR/IR NON-TRADE;;;;CICDSP Wartungsbuehne;;;;16949.94;2025-08-05;5009440754;capex;2;2.8;2.8.12-C;EUR;16949.94;EUR;0;0;Y;;5009440754;
616401398880520152023;2023-10-04;2023-10-04;WE;Goods receipt;9110196642;15;10116415;IDONEUS ANLAGENBAU G;;C.32.02927.253.0;;C.32.02927.253.032.361;UF / DF Anlagen;212203801;DIA GR/IR NON-TRADE;;;;5. NT CICDSP PA41 UFDF_ASE_GMP;;;;15079.15;2023-10-04;5007411183;capex;3;3.2;3.2.36-C;EUR;15079.15;EUR;0;0;N;;5007411183;
616401358808940012022;2022-12-09;2022-12-09;WE;Goods receipt;9110208197;1;10002865;MUELLER DRUMTEC GMBH;;C.32.02927.253.0;;C.32.02927.253.032.341;Silos & Passivklappen;212203801;DIA GR/IR NON-TRADE;;;;CICDSP-Silos;;;;8302.28;;5006597753;capex;3;3.2;3.2.34-C;EUR;8302.28;EUR;0;0;N;;5006597753;
616401355962550072022;2022-11-22;2022-11-22;WE;Goods receipt;9110210703;10;10001084;VWR INTERNATIONAL GM;;C.32.02927.253.0;;C.32.02927.253.036.101;Laborgeräte;212203801;DIA GR/IR NON-TRADE;;;;Blockthermostat SmartBlock 15ml;;;;477.24;;5006537978;capex;3;3.6;3.6.10-C;EUR;477.24;EUR;0;0;N;;5006537978;
616401317763670012022;2022-02-25;2022-02-25;WE;Goods receipt;9110183009;1;10114471;VTU ENGINEERING DEUT;;C.32.02927.900.0;;C.32.02927.900.062.211;Engineering Extern Sonderfachleute;212203801;DIA GR/IR NON-TRADE;;;;CICDSP Qualifizierung/ECCs;;;;4000.00;;5005749478;capex;6;6.2;6.2.21-C;EUR;4000.00;EUR;0;0;Y;;5005749478;
616401333902520082022;2022-06-15;2022-06-15;KX;Employee Expenses;;0;;-;;C.32.02927.900.0;;C.32.02927.900.073.731;Sonstige Nebenkosten (CAPEX);417101044;T&E - HOTEL & ACCOMMODATION;;;;Provided Meals|;;;;-8.00;;885416  1;capex;0;0.0;0.0.00-C;EUR;-8.00;EUR;0;48715;;;885416  1;
616401425464310022024;2024-04-09;2024-04-09;WE;Goods receipt;9110165424;12;10121111;CENGURU GMBH;;C.32.02927.900.0;;C.32.02927.900.062.111;Engineering Extern Prozess;212203801;DIA GR/IR NON-TRADE;;;;9.NT CICDSP TPK Prozess u.Utilities 12;;;;4629.08;2024-04-09;5007959931;capex;6;6.2;6.2.11-C;EUR;4629.08;EUR;0;0;N;;5007959931;
616401355962550052022;2022-11-22;2022-11-22;WE;Goods receipt;9110210703;8;10001084;VWR INTERNATIONAL GM;;C.32.02927.253.0;;C.32.02927.253.036.109;Laborgeräte KST;212203801;DIA GR/IR NON-TRADE;;;;Schuettler Vortex mixer Reax top;;;;0.00;;5006537978;capex;3;3.6;3.6.10-O;EUR;257.54;EUR;0;0;N;;5006537978;
616403257522742542022;2022-10-17;2022-10-25;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.151;Engineering Intern Sicherheit;;;;;;;;;;2128.50;;8444656;capex;5;5.2;5.2.15-C;EUR;2128.50;EUR;16.500;0;;;8444656;
616402042947600702025;2025-05-08;2025-05-08;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.073.739;Sonstige Nebenkosten (Kosten);;;3253510373;DOZB Gen. Mfg Cost 2;;Umb. Reisekosten Bel. 133390252/4;;;;-16.00;2025-05-08;;capex;0;0.0;0.0.00-O;EUR;-16.00;EUR;0;0;;;;
616401365078430012023;2023-01-30;2023-01-30;WE;Goods receipt;9110216351;1;10114305;THERMO FISHER SCIENT;;C.32.02927.253.0;;C.32.02927.253.036.101;Laborgeräte;212203801;DIA GR/IR NON-TRADE;;;;CICDSP-HPLC-Vanquish Flex mit VWD;;;;7097.26;2023-01-30;5006728489;capex;3;3.6;3.6.10-C;EUR;7097.26;EUR;0;0;N;;5006728489;
616401312945280022022;2022-01-26;2022-01-26;WE;Goods receipt;9110171867;6;10016053;EXYTE GERMANY GMBH;;C.32.02927.900.0;;C.32.02927.900.062.201;Generalplanung;212203801;DIA GR/IR NON-TRADE;;;;4.NT CICDSP GP BD Reisekosten;;;;10000.00;;5005655904;capex;6;6.2;6.2.20-C;EUR;10000.00;EUR;0;0;N;;5005655904;
616403250897365812022;2022-07-29;2022-07-29;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.151;Engineering Intern Sicherheit;;;;;;;;;;1419.00;;8123674;capex;5;5.2;5.2.15-C;EUR;1419.00;EUR;11.000;0;;;8123674;
616401345458570022022;2022-09-07;2022-09-07;KX;Employee Expenses;;0;44416218;;;C.32.02927.900.0;;C.32.02927.900.073.731;Sonstige Nebenkosten (CAPEX);;;3253510335;DOZB Gen. Mfg Cost;;Daily Allowance (gross)|;;;;0.00;;965474  1;capex;0;0.0;0.0.00-C;EUR;27.00;EUR;0;2093785;;;965474  1;
616401389085260032023;2023-07-24;2023-07-24;WE;Goods receipt;9110226643;4;10109010;HAMMERLIT GMBH;;C.32.02927.253.0;;C.32.02927.253.028.121;Schlosserarbeiten;212203801;DIA GR/IR NON-TRADE;;;;CICDSP-Instrumententisch Sondermass;;;;4060.00;2023-07-24;5007212077;capex;2;2.8;2.8.12-C;EUR;4060.00;EUR;0;0;N;;5007212077;
616401350280010012022;2022-10-12;2022-10-12;WE;Goods receipt;9110209067;1;10112486;HERRMANN & SCHMIDT D;;C.32.02927.253.0;;C.32.02927.253.028.271;Baureinigung;212203801;DIA GR/IR NON-TRADE;;;;CICDSP G253 E200/300 Baureinigung;;;;1114.75;;5006416720;capex;2;2.8;2.8.27-C;EUR;1114.75;EUR;0;0;Y;;5006416720;
616401355290850012022;2022-11-16;2022-11-17;EI;;2111251060;7;10001084;VWR INTERNATIONAL GM;0000004874596143;C.32.02927.253.0;;C.32.02927.253.036.109;Laborgeräte KST;;;;;;Messzylinder niedrige Form SILBERBRAND;;60 DAYS NET;2023-01-16;0.00;;5109642990;capex;3;3.6;3.6.10-O;EUR;56.90;EUR;0;0;N;;5109642990;0.00
616403311613591852024;2024-08-05;2024-08-09;;;;0;;-;;C.32.02927.253.0;;C.32.02927.253.044.131;Automatisationsinstal.;;;;;;;;;;104.00;2024-08-09;10494832;capex;4;4.4;4.4.13-C;EUR;104.00;EUR;1.000;0;;;10494832;
616403294408925302024;2024-01-22;2024-01-29;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.131;Engineering Intern PM+Services;;;;;;;;;;4260.00;2024-01-29;9933176;capex;5;5.2;5.2.13-C;EUR;4260.00;EUR;30.000;0;;;9933176;
623402044957510622025;2025-10-10;2025-10-10;;;;0;;-;;C.49.00603.294.0;;C.49.00603.294.071.109;Nebenkosten Opex;;;;;;Umbuchung Kosten;;;;0.00;2025-10-10;;capex;7;7.1;7.1.10-O;EUR;25.44;EUR;0;0;;;;
616401359054050052022;2022-12-12;2022-12-12;WE;Goods receipt;9110201543;5;10118398;PUERSTINGER;;C.32.02927.253.0;;C.32.02927.253.032.301;IBC Stationen;212203801;DIA GR/IR NON-TRADE;;;;4.NT CICDSP IBC Kipper;;;;4197.58;;5006603136;capex;3;3.2;3.2.30-C;EUR;4197.58;EUR;0;0;N;;5006603136;
616403243135800592022;2022-04-18;2022-04-25;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.151;Engineering Intern Sicherheit;;;;;;;;;;1032.00;;7799103;capex;5;5.2;5.2.15-C;EUR;1032.00;EUR;8.000;0;;;7799103;
616402042947600312025;2025-05-08;2025-05-08;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.073.731;Sonstige Nebenkosten (CAPEX);;;;;;Umb. Reisekosten Bel. 135884782/6;;;;-27.00;2025-05-08;;capex;0;0.0;0.0.00-C;EUR;-27.00;EUR;0;0;;;;
616401353742980062022;2022-11-04;2022-11-05;EI;;2111251060;9;10001084;VWR INTERNATIONAL GM;0000004874570368;C.32.02927.253.0;;C.32.02927.253.036.109;Laborgeräte KST;;;;;;Trichter kurzer Stil Material: Duran;;60 DAYS NET;2023-01-04;0.00;;5109617631;capex;3;3.6;3.6.10-O;EUR;36.69;EUR;0;0;N;;5109617631;0.00
616403346365680052025;2025-08-07;2025-09-30;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.181;Engineering Intern Gebäudeautomation (G;;;;;;;;;;292.00;2025-09-30;11417630;capex;5;5.2;5.2.18-C;EUR;292.00;EUR;2.000;0;;;11417630;
616401330900510012022;2022-05-25;2022-05-25;WE;Goods receipt;9110207038;1;10111341;G+H INNENAUSBAU GMBH;;C.32.02927.253.0;;C.32.02927.253.028.231;Trockenbau;212203801;DIA GR/IR NON-TRADE;;;;CICDSP G253 E200+300 Reinraumausbau;;;;28000.00;;5006017887;capex;2;2.8;2.8.23-C;EUR;28000.00;EUR;0;0;N;;5006017887;
616401417733480012024;2024-02-19;2024-02-19;WE;Goods receipt;P000614599;1;10343476;BELIMED LIFE SCIENCE;;C.32.02927.253.0;;C.32.02927.253.034.181;Autoklav 38TA81;212203801;DIA GR/IR NON-TRADE;;;;CICDSP | Rezeptoptimierung Autoklav;;;;1470.00;2024-02-19;5007802157;capex;3;3.4;3.4.18-C;EUR;1470.00;EUR;0;0;N;;5007802157;
616401374694240012023;2023-04-04;2023-04-04;WE;Goods receipt;9110165424;8;10121111;CENGURU GMBH;;C.32.02927.900.0;;C.32.02927.900.062.111;Engineering Extern Prozess;212203801;DIA GR/IR NON-TRADE;;;;7.NT CICDSP TPK Prozess&Utilities;;;;31955.88;2023-04-04;5006913225;capex;6;6.2;6.2.11-C;EUR;31955.88;EUR;0;0;N;;5006913225;
616401351919490022022;2022-10-24;2022-10-25;EI;;2111247958;2;10001084;VWR INTERNATIONAL GM;0000004874543903;C.32.02927.253.0;;C.32.02927.253.036.109;Laborgeräte KST;;;;;;Pufferloesung (di-Natriumhydrogenphosphat;;60 DAYS NET;2022-12-24;0.00;;5109597215;capex;3;3.6;3.6.10-O;EUR;116.54;EUR;0;0;N;;5109597215;0.00
616403305023830322024;2024-04-22;2024-05-27;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.151;Engineering Intern Sicherheit;;;;;;;;;;72.50;2024-05-27;10276828;capex;5;5.2;5.2.15-C;EUR;72.50;EUR;500;0;;;10276828;
616401408735290012023;2023-12-13;2023-12-13;WE;Goods receipt;P000472116;1;10116415;IDONEUS ANLAGENBAU G;;C.32.02927.253.0;;C.32.02927.253.032.311;Chromatographie Anlagen;212203801;DIA GR/IR NON-TRADE;;;;CICDSP zusaetzliche Eiswasserpumpe;;;;11000.00;2023-12-13;5007618436;capex;3;3.2;3.2.31-C;EUR;11000.00;EUR;0;0;N;;5007618436;
616401351674440012022;2022-10-21;2022-10-22;EI;;2111246841;2;10001084;VWR INTERNATIONAL GM;0000004874540714;C.32.02927.253.0;;C.32.02927.253.036.109;Laborgeräte KST;;;;;;Pipette 100-1000ul Research plus General;;60 DAYS NET;2022-12-21;0.00;;5109594548;capex;3;3.6;3.6.10-O;EUR;437.40;EUR;0;0;N;;5109594548;0.00
616401359282340022022;2022-12-13;2022-12-13;WE;Goods receipt;9110215269;2;10116557;HELDELE GMBH;;C.32.02927.253.0;;C.32.02927.253.044.111;Feldinstrumente und Feldinstallationen;212203801;DIA GR/IR NON-TRADE;;;;1.NT CICDSP Kabelzug Prozessautomation;;;;5000.00;;5006607897;capex;4;4.4;4.4.11-C;EUR;5000.00;EUR;0;0;N;;5006607897;
616402042947600692025;2025-05-08;2025-05-08;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.073.731;Sonstige Nebenkosten (CAPEX);;;;;;Umb. Reisekosten Bel. 133390252/4;;;;16.00;2025-05-08;;capex;0;0.0;0.0.00-C;EUR;16.00;EUR;0;0;;;;
616401349777200042022;2022-10-07;2022-10-07;KX;Employee Expenses;;0;;-;;C.32.02927.900.0;;C.32.02927.900.073.731;Sonstige Nebenkosten (CAPEX);417101044;T&E - HOTEL & ACCOMMODATION;;;;Provided Meals|;;;;-16.00;;1034185 1;capex;0;0.0;0.0.00-C;EUR;-16.00;EUR;0;846947;;;1034185 1;
616403226381163142021;2021-09-20;2021-09-27;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.151;Engineering Intern Sicherheit;;;;;;;;;;59.50;;7052504;capex;5;5.2;5.2.15-C;EUR;59.50;EUR;500;0;;;7052504;
616403241097792842022;2022-03-30;2022-03-30;;;;0;;-;;C.32.02927.900.0;;C.32.02927.900.052.181;Engineering Intern Gebäudeautomation (G;;;;;;;;;;220.00;;7711278;capex;5;5.2;5.2.18-C;EUR;220.00;EUR;2.000;0;;;7711278;
616401315108370012022;2022-02-08;2022-02-08;WE;Goods receipt;9110176168;3;10119634;MUELLER + BLEHER MUE;;C.32.02927.900.0;;C.32.02927.900.062.161;Engineering Extern ELT;212203801;DIA GR/IR NON-TRADE;;;;2.NT CICDSP TPK Elektro BD Phase;;;;517.58;;5005696038;capex;6;6.2;6.2.16-C;EUR;517.58;EUR;0;0;Y;;5005696038;
616401398132460012023;2023-09-29;2023-09-29;YD;E. Vendor PO Invoice;P000389869;1;10108903;FUEGER FACHHANDEL GM;0000000007417597;C.32.02927.900.0;;C.32.02927.900.073.731;Sonstige Nebenkosten (CAPEX);;;;;;3-WEGE-KUGELHAHN POLIERT MIT 1 1 CLAMP ANSCHLUeSSE;;3% 14 DAYS 60 DAYS NET;2023-11-28;452.00;2023-09-29;5110208893;capex;0;0.0;0.0.00-C;EUR;452.00;EUR;0;0;N;;5110208893;0.00
616401341378770022022;2022-08-09;2022-08-09;KX;Employee Expenses;;0;44409836;;;C.32.02927.900.0;;C.32.02927.900.073.739;Sonstige Nebenkosten (Kosten);;;3253510373;DOZB Gen. Mfg Cost 2;;Hotel - Expense|Dienstreise CICDSP;;;;93.55;;934162  1;capex;0;0.0;0.0.00-O;EUR;93.55;EUR;0;782802;;;934162  1;
616401352014280012022;2022-10-25;2022-10-25;WE;Goods receipt;9110165424;7;10121111;CENGURU GMBH;;C.32.02927.900.0;;C.32.02927.900.062.111;Engineering Extern Prozess;212203801;DIA GR/IR NON-TRADE;;;;6.NT CICDSP TPK Prozess&Utilities DD/CC;;;;43111.10;;5006456753;capex;6;6.2;6.2.11-C;EUR;43111.10;EUR;0;0;N;;5006456753;
616401329202900022022;2022-05-12;2022-05-12;WE;Goods receipt;9110176634;3;10117706;AIRITSYSTEMS GMBH;;C.32.02927.900.0;;C.32.02927.900.062.131;Engineering Extern PM+Services;212203801;DIA GR/IR NON-TRADE;;;;2. NT CICDSP Awaro Support;;;;399.52;;5005981133;capex;6;6.2;6.2.13-C;EUR;399.52;EUR;0;0;Y;;5005981133;
616403305958570442024;2024-06-06;2024-06-06;;;;0;;-;;C.32.03716.651.0;;C.32.03716.651.052.121;Roche Team MSR;;;;;;;;;;208.00;2024-06-06;10314814;capex;5;5.2;5.2.12-C;EUR;208.00;EUR;2.000;0;;;10314814;
616403266798563562023;2023-02-21;2023-02-21;;;;0;;-;;C.32.03716.651.0;;C.32.03716.651.052.131;Roche Team PM & Service;;;;;;;;;;4200.00;2023-02-21;8858792;capex;5;5.2;5.2.13-C;EUR;4200.00;EUR;30.000;0;;;8858792;
616401427499680012024;2024-04-24;2024-04-24;WE;Goods receipt;9110231396;1;10119310;SMB INDUSTRIES GMBH;;C.32.03716.651.0;;C.32.03716.651.041.131;Rohrleitungsinstallationen;212203801;DIA GR/IR NON-TRADE;;;;CPW651P-PW Lagerung und Verteilung;;;;48000.00;2024-04-24;5008005925;capex;4;4.1;4.1.13-C;EUR;48000.00;EUR;0;0;N;;5008005925;
616403248423150502022;2022-06-20;2022-06-29;;;;0;;-;;C.32.03716.651.0;;C.32.03716.651.052.131;Roche Team PM & Service;;;;;;;;;;136.00;;8050465;capex;5;5.2;5.2.13-C;EUR;136.00;EUR;2.000;0;;;8050465;
616403330134094282025;2025-03-02;2025-03-31;;;;0;;-;;C.32.03716.651.0;;C.32.03716.651.052.131;Roche Team PM & Service;;;;;;;;;;2190.00;2025-03-21;11000248;capex;5;5.2;5.2.13-C;EUR;2190.00;EUR;15.000;0;;;11000248;
616403337771055812025;2025-06-17;2025-06-23;;;;0;;-;;C.32.04758.442.0;;C.32.04758.442.052.111;Roche Team Process;;;;;;;;;;876.00;2025-06-23;11203025;capex;5;5.2;5.2.11-C;EUR;876.00;EUR;6.000;0;;;11203025;
616401422732010012024;2024-03-21;2024-03-21;WE;Goods receipt;9110234072;1;10110498;ELEKTRO KREUTZPOINTN;;C.32.03370.672.0;;C.32.03370.672.024.161;Schwachstrominstallationen inkl. Netz V;212203801;DIA GR/IR NON-TRADE;;;;CSSP-ELT Elektroinstallation;;;;47000.00;2024-03-21;5007906472;capex;2;2.4;2.4.16-C;EUR;47000.00;EUR;0;0;N;;5007906472;
616403228786420022021;2021-09-27;2021-10-27;;;;0;;-;;C.32.03370.900.0;;C.32.03370.900.052.009;PI Interne Planung (KST);;;;;;;;;;0.00;;7161124;capex;0;0.0;0.0.00-O;EUR;225.00;EUR;0;0;;;7161124;
616403269718432722023;2023-03-28;2023-03-28;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.131;Roche Team PM & Service;;;;;;;;;;420.00;2023-03-28;9011813;capex;5;5.2;5.2.13-C;EUR;420.00;EUR;3.000;0;;;9011813;
616403271651446952023;2023-04-05;2023-04-21;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.141;Roche Team Qualifizierung;;;;;;;;;;756.00;2023-04-21;9095169;capex;5;5.2;5.2.14-C;EUR;756.00;EUR;5.400;0;;;9095169;
616401411304760082024;2024-01-04;2024-01-04;KX;Employee Expenses;;0;44405762;;;C.32.03370.672.0;;C.32.03370.672.074.109;Reisespesen intern;;;;;;Breakfast|Projekt CSSPP/FAT Firma Sporer;;;;0.00;2024-01-04;1930311 1;capex;7;7.4;7.4.10-O;EUR;1.76;EUR;0;276277;;;1930311 1;
616401517524250012025;2025-12-12;2025-12-12;WE;Goods receipt;P000543997;1;10113294;NEUBERGER GEBAEUDEAU;;C.32.03423.345.0;;C.32.03423.345.024.171;Gebäudeautomation Gebäudeleitsystem;212203801;DIA GR/IR NON-TRADE;;;;MSR-Technik / ZBSS;;;;17306.02;2025-12-12;5009837597;capex;2;2.4;2.4.17-C;EUR;17306.02;EUR;0;0;N;;5009837597;
616403279441610472023;2023-07-25;2023-07-25;;;;0;;-;;C.32.03716.651.0;;C.32.03716.651.052.151;Roche Team Projekt SGU;;;;;;;;;;834.00;2023-07-25;9442690;capex;5;5.2;5.2.15-C;EUR;834.00;EUR;6.000;0;;;9442690;
616401411964350012024;2024-01-09;2024-01-10;IR;;P000494912;1;10112508;ELEKTRO SCHOEFFMANN;R23-04975;C.32.03370.672.0;;C.32.03370.672.024.171;Gebäudeautomation Gebäudeleitsystem;;;;;;B345 Div.Geb.345 Raum Div. Abschlusskal;;60 DAYS NET;2024-03-09;749.68;2024-01-10;5110389490;capex;2;2.4;2.4.17-C;EUR;749.68;EUR;0;0;N;;5110389490;0.00
616401460903890012024;2024-11-20;2024-12-04;IR;;9110215954;11;10406034;SPIEGLTEC GMBH CONSU;S006-R2460247N;C.32.03370.672.0;;C.32.03370.672.062.111;Honorare extern;212203801;DIA GR/IR NON-TRADE;;;;9. NT GP Mehraufwaende CC und Close out;;60 DAYS NET;2025-01-19;-0.17;2024-12-04;5110989331;capex;6;6.2;6.2.11-C;EUR;-0.17;EUR;0;0;N;;5110989331;0.00
616401426567080022024;2024-02-12;2024-04-16;IR;;P000376974;55;10001084;VWR INTERNATIONAL GM;4875535083ST;C.32.03370.672.0;;C.32.03370.672.031.999;Umzug Altgerät;;;;;;OT2099S.EUROKRAFTbasic Deckel fuer RT 35;;60 DAYS NET;2024-04-12;0.00;2024-04-17;5110567671;capex;3;3.1;3.1.99-O;EUR;-224.00;EUR;0;0;N;;5110567671;0.00
616403301482604852024;2024-04-19;2024-04-19;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.141;Roche Team Qualifizierung;;;;;;;;;;994.00;2024-04-19;10170321;capex;5;5.2;5.2.14-C;EUR;994.00;EUR;7.000;0;;;10170321;
616401412676380012024;2024-01-16;2024-01-16;WE;Goods receipt;P000376974;19;10001084;VWR INTERNATIONAL GM;;C.32.03370.672.0;;C.32.03370.672.031.999;Umzug Altgerät;212203801;DIA GR/IR NON-TRADE;;;;eurokraft pro Fassroller verzinkt fuer;;;;0.00;2024-01-16;5007695650;capex;3;3.1;3.1.99-O;EUR;5100.00;EUR;0;0;N;;5007695650;
616403297112920652024;2024-02-20;2024-02-29;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.141;Roche Team Qualifizierung;;;;;;;;;;1235.40;2024-02-29;9995024;capex;5;5.2;5.2.14-C;EUR;1235.40;EUR;8.700;0;;;9995024;
616401418314400022024;2024-02-22;2024-02-22;WE;Goods receipt;P000610122;1;10293978;BT GERMANY GMBH + CO;;C.32.03370.672.0;;C.32.03370.672.031.999;Umzug Altgerät;212203801;DIA GR/IR NON-TRADE;;;;CSSPP Access Points Catalyst 9166I AP;;;;0.00;2024-02-22;5007814750;capex;3;3.1;3.1.99-O;EUR;4000.00;USD;0;0;N;;5007814750;
616403283579290412023;2023-09-18;2023-09-18;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.121;Roche Team MSR;;;;;;;;;;25.00;2023-09-18;9572966;capex;5;5.2;5.2.12-C;EUR;25.00;EUR;250;0;;;9572966;
616403296588822672024;2024-02-13;2024-02-23;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.161;Roche Team Elektro;;;;;;;;;;710.00;2024-02-23;9998497;capex;5;5.2;5.2.16-C;EUR;710.00;EUR;5.000;0;;;9998497;
616403257791404912022;2022-10-06;2022-10-27;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.161;Roche Team Elektro;;;;;;;;;;1224.00;;8457474;capex;5;5.2;5.2.16-C;EUR;1224.00;EUR;8.000;0;;;8457474;
