changes.approvalWorkflowConfiguration.templates.deleteConfirm;Are you sure you want to delete this template?;Sind Sie sicher, dass Sie diese Vorlage löschen möchten?;Êtes-vous sûr de vouloir supprimer ce modèle?;¿Está seguro de que quiere eliminar esta plantilla?;Czy na pewno chcesz usunąć ten szablon?;Bisch sicher, dass du die Vorlag löschä witt?;
changes.approvalWorkflowConfiguration.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.pendingApprovals.title;Pending Approvals;Offene Genehmigungen;Approbations en attente;Aprobaciones pendientes;Oczekujące zatwierdzenia;Offeni Genehmigige;
changes.pendingApprovals.subtitle;Review and approve change requests assigned to you;Überprüfen und genehmigen Sie Ihnen zugewiesene Änderungsanforderungen;Examiner et approuver les demandes de modification qui vous sont assignées;Revisar y aprobar las solicitudes de cambio asignadas a usted;Przejrzyj i zatwierdź żądania zmian przypisane do Ciebie;Überprüefe und genehmige dir zuegwise Änderigsaforderige;
changes.pendingApprovals.totalPending;Total Pending;Gesamt offene;Total en attente;Total pendiente;Łącznie oczekujące;Gesamt offene;
changes.pendingApprovals.overdue;Overdue;Überfällig;En retard;Atrasado;Przeterminowane;Überfällig;
changes.pendingApprovals.escalated;Escalated;Eskaliert;Escaladé;Escalado;Eskalowane;Eskaliert;
changes.pendingApprovals.overdueOnly;Overdue Only;Nur überfällig;Seulement en retard;Solo atrasado;Tylko przeterminowane;Nur überfällig;
changes.pendingApprovals.escalatedOnly;Escalated Only;Nur eskaliert;Seulement escaladé;Solo escalado;Tylko eskalowane;Nur eskaliert;
changes.pendingApprovals.moreFilters;More Filters;Mehr Filter;Filtres supplémentaires;Más filtros;Więcej filtrów;Mehr Filter;
changes.pendingApprovals.search;Search;Suchen;Rechercher;Buscar;Szukaj;Sueche;
changes.pendingApprovals.searchPlaceholder;Search approvals...;Genehmigungen suchen...;Rechercher des approbations...;Buscar aprobaciones...;Szukaj zatwierdzeń...;Genehmigige sueche...;
changes.pendingApprovals.priority;Priority;Priorität;Priorité;Prioridad;Priorytet;Priorität;
changes.pendingApprovals.allPriorities;All Priorities;Alle Prioritäten;Toutes les priorités;Todas las prioridades;Wszystkie priorytety;Alli Prioritäte;
changes.pendingApprovals.changeType;Change Type;Änderungstyp;Type de changement;Tipo de cambio;Typ zmiany;Änderigstyp;
changes.pendingApprovals.allTypes;All Types;Alle Typen;Tous les types;Todos los tipos;Wszystkie typy;Alli Typen;
changes.pendingApprovals.sortBy;Sort By;Sortieren nach;Trier par;Ordenar por;Sortuj według;Sortiere no;
changes.pendingApprovals.dueDate;Due Date;Fälligkeitsdatum;Date d'échéance;Fecha de vencimiento;Termin;Fälligkeitsdatum;
changes.pendingApprovals.costImpact;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.pendingApprovals.requestDate;Request Date;Anfragedatum;Date de demande;Fecha de solicitud;Data żądania;Afrogedatum;
changes.pendingApprovals.bulkActions.selected;{count} approval(s) selected;{Anzahl} Genehmigung(en) ausgewählt;{count} approbation(s) sélectionnée(s);{count} aprobación(es) seleccionada(s);{liczba} zatwierdzenie(a) wybrane;{Zahl} Genehmigig(e) usgwehlt;
changes.pendingApprovals.bulkActions.bulkApprove;Bulk Approve;Massen-Genehmigung;Approbation en masse;Aprobación masiva;Zatwierdź masowo;Masse-Genehmigig;
changes.pendingApprovals.bulkActions.bulkReject;Bulk Reject;Massen-Ablehnung;Rejet en masse;Rechazo masivo;Odrzuć masowo;Masse-Ablehnig;
changes.pendingApprovals.bulkActions.requestInfo;Request Info;Information anfordern;Demander des infos;Solicitar información;Poproś o informacje;Info afroge;
changes.pendingApprovals.bulkActions.moreActions;More Actions;Mehr Aktionen;Plus d'actions;Más acciones;Więcej akcji;Mehr Aktione;
changes.pendingApprovals.bulkActions.clearSelection;Clear Selection;Auswahl löschen;Effacer la sélection;Borrar selección;Wyczyść zaznaczenie;Uswehl lösche;
changes.pendingApprovals.bulkActions.bulkComments;Bulk Comments (Optional);Massen-Kommentare (Optional);Commentaires en masse (Facultatif);Comentarios masivos (Opcional);Komentarze masowe (Opcjonalne);Masse-Kommentare (Optional);
changes.pendingApprovals.bulkActions.bulkCommentsPlaceholder;Comments to apply to all selected approvals...;Kommentare für alle ausgewählten Genehmigungen...;Commentaires à appliquer à toutes les approbations sélectionnées...;Comentarios para aplicar a todas las aprobaciones seleccionadas...;Komentarze do zastosowania dla wszystkich wybranych zatwierdzeń...;Kommentare für alli usgwehlti Genehmigige...;
changes.pendingApprovals.bulkActions.delegateTo;Delegate To (for delegation);Delegieren an (für Delegation);Déléguer à (pour délégation);Delegar a (para delegación);Deleguj do (dla delegacji);Delegiere an (für Delegation);
changes.pendingApprovals.bulkActions.delegateToPlaceholder;Enter user ID or email...;Benutzer-ID oder E-Mail eingeben...;Entrer l'ID utilisateur ou l'e-mail...;Ingrese ID de usuario o email...;Wprowadź ID użytkownika lub e-mail...;Benutzer-ID oder E-Mail iigäbe...;
changes.pendingApprovals.bulkActions.cancel;Cancel;Abbrechen;Annuler;Cancelar;Anuluj;Abbreche;
changes.pendingApprovals.bulkActions.apply;Apply Action;Aktion anwenden;Appliquer l'action;Aplicar acción;Zastosuj akcję;Aktion awende;
changes.pendingApprovals.approvalCard.by;By;Von;Par;Por;Przez;Von;
changes.pendingApprovals.approvalCard.project;Project;Projekt;Projet;Proyecto;Projekt;Projekt;
changes.pendingApprovals.approvalCard.step;Step;Schritt;Étape;Paso;Krok;Schritt;
changes.pendingApprovals.approvalCard.due;Due;Fällig;Due;Vencimiento;Do;Fällig;
changes.pendingApprovals.approvalCard.daysLeft;{count} days left;{Anzahl} Tage verbleibend;{count} jours restants;{count} días restantes;{liczba} dni pozostało;{Zahl} Täg verbleibend;
changes.pendingApprovals.approvalCard.dueToday;Due today;Fällig heute;Échéance aujourd'hui;Vence hoy;Termin dzisiaj;Fällig hüt;
changes.pendingApprovals.approvalCard.daysOverdue;{count} days overdue;{Anzahl} Tage überfällig;{count} jours en retard;{count} días atrasados;{liczba} dni przeterminowane;{Zahl} Täg überfällig;
changes.pendingApprovals.approvalCard.viewDetails;View Details;Details anzeigen;Afficher les détails;Ver detalles;Wyświetl szczegóły;Details aazeige;
changes.pendingApprovals.approvalCard.makeDecision;Make Decision;Entscheidung treffen;Prendre une décision;Tomar decisión;Podjąć decyzję;Entscheidig treffe;
changes.pendingApprovals.noApprovals;No pending approvals;Keine offenen Genehmigungen;Aucune approbation en attente;No hay aprobaciones pendientes;Brak oczekujących zatwierdzeń;Keini offeni Genehmigige;
changes.pendingApprovals.noApprovalsMessage;You have no pending approvals at this time.;Sie haben derzeit keine offenen Genehmigungen.;Vous n'avez aucune approbation en attente pour le moment.;No tiene aprobaciones pendientes en este momento.;Nie masz obecnie oczekujących zatwierdzeń.;Du hasch jetz keini offeni Genehmigige.;
changes.pendingApprovals.noMatchingApprovals;No approvals match your current filters.;Keine Genehmigungen passen zu Ihren aktuellen Filtern.;Aucune approbation ne correspond à vos filtres actuels.;No hay aprobaciones que coincidan con sus filtros actuales.;Brak zatwierdzeń pasujących do bieżących filtrów.;Keini Genehmigige passet zu dine aktuelle Filter.;
changes.pendingApprovals.selectAll;Select All;Alle auswählen;Tout sélectionner;Seleccionar todo;Zaznacz wszystko;Alli uswehle;
changes.pendingApprovals.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.implementationMonitoring.title;Implementation Monitoring Dashboard;Dashboard zur Implementierungsüberwachung;Tableau de bord de surveillance de la mise en œuvre;Panel de monitoreo de implementación;Panel monitorowania wdrożenia;Ymplementierigsüberwachigs-Dashboard;
changes.implementationMonitoring.subtitle;Real-time monitoring of implementation progress and issues;Realzeit-Überwachung von Implementierungsfortschritt und Problemen;Surveillance en temps réel de l'avancement de la mise en œuvre et des problèmes;Monitoreo en tiempo real del progreso de implementación y problemas;Monitorowanie w czasie rzeczywistym postępu wdrożenia i problemów;Echtziit-Überwachig vo Ymplementierigsforschritt und Probleme;
changes.implementationMonitoring.lastUpdated;Last updated;Zuletzt aktualisiert;Dernière mise à jour;Última actualización;Ostatnia aktualizacja;Zuletzt aktualisiert;
changes.implementationMonitoring.refresh;Refresh;Aktualisieren;Actualiser;Actualizar;Odśwież;Aktualisiere;
changes.implementationMonitoring.criticalAlerts;Critical Alerts Require Immediate Attention ({count});Kritische Alarme erfordern sofortige Aufmerksamkeit ({Anzahl});Alertes critiques nécessitant une attention immédiate ({count});Alertas críticas requieren atención inmediata ({count});Krytyczne alerty wymagają natychmiastowej uwagi ({liczba});Kritische Alarm erfordere sofortigi Ufmerksamkeit ({Zahl});
changes.implementationMonitoring.moreCriticalAlerts;+{count} more critical alerts;+{Anzahl} weitere kritische Alarme;+{count} autres alertes critiques;+{count} más alertas críticas;+{liczba} więcej krytycznych alertów;+{Zahl} wiiteri kritische Alarm;
changes.implementationMonitoring.metrics.activeImplementations;Active Implementations;Aktive Implementierungen;Implémentations actives;Implementaciones activas;Aktywne wdrożenia;Aktivi Ymplementierige;
changes.implementationMonitoring.metrics.of;of;von;de;de;z;vo;
changes.implementationMonitoring.metrics.total;total;gesamt;total;total;łącznie;gesamt;
changes.implementationMonitoring.metrics.overdue;Overdue;Überfällig;En retard;Atrasado;Przeterminowane;Überfällig;
changes.implementationMonitoring.metrics.implementationsBehindSchedule;implementations behind schedule;Implementierungen hinter dem Zeitplan;Implémentations en retard sur le calendrier;Implementaciones detrás del calendario;Wdrożenia opóźnione za harmonogramem;Ymplementierige hinter em Ziitplan;
changes.implementationMonitoring.metrics.successRate;Success Rate;Erfolgsrate;Taux de succès;Tasa de éxito;Wskaźnik sukcesu;Erfolgsrate;
changes.implementationMonitoring.metrics.completedOnTimeAndBudget;completed on time & budget;rechtzeitig und im Budget abgeschlossen;terminées dans les délais et le budget;completadas a tiempo y dentro del presupuesto;zakończone na czas i w budżecie;rechtziitig und im Budget abgschlosse;
changes.implementationMonitoring.metrics.avgCompletion;Avg. Completion;Durchschnittliche Fertigstellung;Moyenne de completion;Promedio de completación;Średnie ukończenie;Durchschnittligi Fertigstellung;
changes.implementationMonitoring.metrics.daysAverage;days average;Tage Durchschnitt;moyenne des jours;días promedio;dni średnio;Täg Durchschnitt;
changes.implementationMonitoring.tabs.overview;Overview;Übersicht;Aperçu;Descripción general;Przegląd;Übersicht;
changes.implementationMonitoring.tabs.alerts;Alerts;Alarme;Alertes;Alertas;Alerty;Alarm;
changes.implementationMonitoring.tabs.deviations;Deviations;Abweichungen;Écarts;Desviaciones;Odchylenia;Abweichige;
changes.implementationMonitoring.tabs.lessons;Lessons Learned;Erfahrungen gesammelt;Leçons apprises;Lecciones aprendidas;Lekcje wyciągnięte;Erfahrige gsammelt;
changes.implementationMonitoring.overview.schedulePerformance;Schedule Performance;Zeitplanleistung;Performance du calendrier;Rendimiento del calendario;Wydajność harmonogramu;Ziitplanleistig;
changes.implementationMonitoring.overview.avgScheduleVariance;Average Schedule Variance;Durchschnittliche Zeitplanabweichung;Écart moyen du calendrier;Variación promedio del calendario;Średnie odchylenie harmonogramu;Durchschnittligi Ziitplanabweichig;
changes.implementationMonitoring.overview.onTimeCompletionRate;On-Time Completion Rate;Rechtzeitige Fertigstellungsrate;Taux de completion dans les délais;Tasa de completación a tiempo;Wskaźnik ukończenia na czas;Rechtziitigi Fertigstelligsrate;
changes.implementationMonitoring.overview.costPerformance;Cost Performance;Kostenleistung;Performance des coûts;Rendimiento de costos;Wydajność kosztów;Kostenleistig;
changes.implementationMonitoring.overview.avgCostVariance;Average Cost Variance;Durchschnittliche Kostenabweichung;Écart moyen des coûts;Variación promedio de costos;Średnie odchylenie kosztów;Durchschnittligi Kostenabweichig;
changes.implementationMonitoring.overview.budgetAdherenceRate;Budget Adherence Rate;Budget-Einhaltungsrate;Taux d'adhésion au budget;Tasa de adherencia al presupuesto;Wskaźnik przestrzegania budżetu;Budget-Eihaltigsrate;
changes.implementationMonitoring.overview.recentActivity;Recent Activity;Kürzliche Aktivität;Activité récente;Actividad reciente;Ostatnia aktywność;Kürzligi Aktivität;
changes.implementationMonitoring.alerts.title;Implementation Alerts;Implementierungsalarme;Alertes de mise en œuvre;Alertas de implementación;Alerty wdrożeniowe;Ymplementierigsalarm;
changes.implementationMonitoring.alerts.allSeverities;All Severities;Alle Schweregrade;Tous les niveaux de gravité;Todos los niveles de gravedad;Wszystkie poziomy ważności;Alli Schweregrad;
changes.implementationMonitoring.alerts.allAlerts;All Alerts;Alle Alarme;Toutes les alertes;Todas las alertas;Wszystkie alerty;Alli Alarm;
changes.implementationMonitoring.alerts.unacknowledged;Unacknowledged;Nicht bestätigt;Non reconnues;No reconocidas;Niepotwierdzone;Nit bstätigt;
changes.implementationMonitoring.alerts.acknowledged;Acknowledged;Bestätigt;Reconnues;Reconocidas;Potwierdzone;Bstätigt;
changes.implementationMonitoring.alerts.recommendedAction;Recommended Action;Empfohlene Aktion;Action recommandée;Acción recomendada;Zalecane działanie;Empfohlene Aktion;
changes.implementationMonitoring.alerts.detected;Detected;Erkannt;Détecté;Detectado;Wykryto;Erkannt;
changes.implementationMonitoring.alerts.acknowledge;Acknowledge;Bestätigen;Reconnaître;Reconocer;Potwierdź;Bstätige;
changes.implementationMonitoring.alerts.resolve;Resolve;Lösen;Résoudre;Resolver;Rozwiąż;Löse;
changes.implementationMonitoring.alerts.noAlerts;No alerts found;Keine Alarme gefunden;Aucune alerte trouvée;No se encontraron alertas;Nie znaleziono alertów;Keini Alarm gfunde;
changes.implementationMonitoring.alerts.allImplementationsRunning;All implementations are running smoothly.;Alle Implementierungen laufen reibungslos.;Toutes les implémentations se déroulent sans problème.;Todas las implementaciones se ejecutan sin problemas.;Wszystkie wdrożenia działają płynnie.;Alli Ymplementierige laufe reibigslos.;
changes.implementationMonitoring.deviations.title;Implementation Deviations;Implementierungsabweichungen;Écarts de mise en œuvre;Desviaciones de implementación;Odchylenia wdrożeniowe;Ymplementierigsabweichige;
changes.implementationMonitoring.deviations.reportDeviation;Report Deviation;Abweichung melden;Signaler un écart;Reportar desviación;Zgłoś odchylenie;Abweichig melde;
changes.implementationMonitoring.deviations.rootCause;Root Cause;Ursache;Cause racine;Causa raíz;Przyczyna główna;Ursach;
changes.implementationMonitoring.deviations.correctiveAction;Corrective Action;Korrekturmaßnahme;Action corrective;Acción correctiva;Działanie korygujące;Korrekturmaßnahme;
changes.implementationMonitoring.deviations.impactAssessment;Impact Assessment;Auswirkungsanalyse;Évaluation d'impact;Evaluación de impacto;Ocena wpływu;Auswirkigsanalys;
changes.implementationMonitoring.deviations.detected;Detected;Erkannt;Détecté;Detectado;Wykryto;Erkannt;
changes.implementationMonitoring.deviations.resolved;Resolved;Gelöst;Résolu;Resuelto;Rozwiązane;Glöst;
changes.implementationMonitoring.deviations.updateStatus;Update Status;Status aktualisieren;Mettre à jour le statut;Actualizar estado;Aktualizuj status;Status aktualisiere;
changes.implementationMonitoring.deviations.noDeviations;No deviations reported;Keine Abweichungen gemeldet;Aucun écart signalé;No se reportaron desviaciones;Brak zgłoszonych odchyleń;Keini Abweichige gmeldet;
changes.implementationMonitoring.deviations.allImplementationsOnTrack;All implementations are proceeding as planned.;Alle Implementierungen verlaufen wie geplant.;Toutes les implémentations se déroulent comme prévu.;Todas las implementaciones proceden según lo planeado.;Wszystkie wdrożenia postępują zgodnie z planem.;Alli Ymplementierige verlahfe wie geplant.;
changes.implementationMonitoring.lessons.title;Lessons Learned;Erfahrungen gesammelt;Leçons apprises;Lecciones aprendidas;Lekcje wyciągnięte;Erfahrige gsammelt;
changes.implementationMonitoring.lessons.addLesson;Add Lesson;Lektion hinzufügen;Ajouter une leçon;Añadir lección;Dodaj lekcję;Lektion hinzuefüege;
changes.implementationMonitoring.lessons.category;Category;Kategorie;Catégorie;Categoría;Kategoria;Kategorie;
changes.implementationMonitoring.lessons.impactOnFutureChanges;Impact on Future Changes;Auswirkungen auf zukünftige Änderungen;Impact sur les changements futurs;Impacto en cambios futuros;Wpływ na przyszłe zmiany;Auswirkige uf zuekünftigi Änderige;
changes.implementationMonitoring.lessons.by;By;Von;Par;Por;Przez;Von;
changes.implementationMonitoring.lessons.noLessons;No lessons learned yet;Noch keine Erfahrungen gesammelt;Aucune leçon apprise pour l'instant;No hay lecciones aprendidas aún;Brak wyciągniętych lekcji;Noch keini Erfahrige gsammelt;
changes.implementationMonitoring.lessons.captureLessons;Capture lessons learned from implementations to improve future changes.;Erfassen Sie Erfahrungen aus Implementierungen, um zukünftige Änderungen zu verbessern.;Capturez les leçons apprises des implémentations pour améliorer les changements futurs.;Capture las lecciones aprendidas de las implementaciones para mejorar cambios futuros.;Przechwyć lekcje wyciągnięte z wdrożeń, aby ulepszyć przyszłe zmiany.;Erfasse Erfahrige us Ymplementierige, um zuekünftigi Änderige z verbessere.;
changes.implementationMonitoring.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.impactAnalysis.title;Impact Analysis Dashboard;Dashboard zur Auswirkungsanalyse;Tableau de bord d'analyse d'impact;Panel de análisis de impacto;Panel analizy wpływu;Auswirkigsanalys-Dashboard;
changes.impactAnalysis.subtitle;Comprehensive impact analysis for change request {changeId};Umfassende Auswirkungsanalyse für Änderungsanforderung {changeId};Analyse d'impact complète pour la demande de modification {changeId};Análisis de impacto completo para la solicitud de cambio {changeId};Kompleksowa analiza wpływu dla żądania zmiany {changeId};Umfassendi Auswirkigsanalys für Änderigsaforderig {changeId};
changes.impactAnalysis.refresh;Refresh;Aktualisieren;Actualiser;Actualizar;Odśwież;Aktualisiere;
changes.impactAnalysis.export;Export;Exportieren;Exporter;Exportar;Eksportuj;Exportiere;
changes.impactAnalysis.configure;Configure;Konfigurieren;Configurer;Configurar;Skonfiguruj;Konfiguriere;
changes.impactAnalysis.tabs.overview;Overview;Übersicht;Aperçu;Descripción general;Przegląd;Übersicht;
changes.impactAnalysis.tabs.cost;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.impactAnalysis.tabs.schedule;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.impactAnalysis.tabs.resources;Resources;Ressourcen;Ressources;Recursos;Zasoby;Ressourcen;
changes.impactAnalysis.tabs.risks;Risk Impact;Risikoeinfluss;Impact sur les risques;Impacto en los riesgos;Wpływ na ryzyka;Risikoeinfluss;
changes.impactAnalysis.tabs.scenarios;Scenarios;Szenarien;Scénarios;Escenarios;Scenariusze;Szenarie;
changes.impactAnalysis.metrics.totalCostImpact;Total Cost Impact;Gesamtkosteneinfluss;Impact total sur les coûts;Impacto total en el costo;Całkowity wpływ na koszty;Gesamtkosteeinfluss;
changes.impactAnalysis.metrics.scheduleImpact;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.impactAnalysis.metrics.days;days;Tage;jours;días;dni;Täg;
changes.impactAnalysis.metrics.criticalPath;Critical Path;Kritischer Pfad;Chemin critique;Ruta crítica;Ścieżka krytyczna;Kritischer Pfad;
changes.impactAnalysis.metrics.affected;Affected;Betroffen;Touché;Afectado;Dotknięte;Betroffe;
changes.impactAnalysis.metrics.notAffected;Not Affected;Nicht betroffen;Non touché;No afectado;Nie dotknięte;Nit betroffe;
changes.impactAnalysis.metrics.newRisks;New Risks;Neue Risiken;Nouveaux risques;Nuevos riesgos;Nowe ryzyka;Neui Risike;
changes.impactAnalysis.costBreakdown;Cost Breakdown;Kostenaufschlüsselung;Répartition des coûts;Desglose de costos;Podział kosztów;Kostenaufschlüsselig;
changes.impactAnalysis.scenarioComparison;Scenario Comparison;Szenarienvergleich;Comparaison de scénarios;Comparación de escenarios;Porównanie scenariuszy;Szenarievergleich;
changes.impactAnalysis.costSummary.title;Cost Summary;Kostenübersicht;Résumé des coûts;Resumen de costos;Podsumowanie kosztów;Kostenübersicht;
changes.impactAnalysis.costSummary.directCosts;Direct Costs;Direkte Kosten;Coûts directs;Costos directos;Koszty bezpośrednie;Direkti Koste;
changes.impactAnalysis.costSummary.indirectCosts;Indirect Costs;Indirekte Kosten;Coûts indirects;Costos indirectos;Koszty pośrednie;Indirekti Koste;
changes.impactAnalysis.costSummary.costSavings;Cost Savings;Kosteneinsparungen;Économies de coûts;Ahorros de costos;Oszczędności kosztów;Kosteeinsparige;
changes.impactAnalysis.costSummary.totalImpact;Total Impact;Gesamteinfluss;Impact total;Impacto total;Całkowity wpływ;Gesamteinfluss;
changes.impactAnalysis.detailedCostBreakdown;Detailed Cost Breakdown;Detaillierte Kostenaufschlüsselung;Répartition détaillée des coûts;Desglose detallado de costos;Szczegółowy podział kosztów;Detaillierti Kostenaufschlüsselig;
changes.impactAnalysis.activityImpactAnalysis;Activity Impact Analysis;Aktivitätsauswirkungsanalyse;Analyse d'impact sur les activités;Análisis de impacto en actividades;Analiza wpływu na aktywności;Aktivitätsauswirkigsanalys;
changes.impactAnalysis.affectedActivities;Affected Activities;Betroffene Aktivitäten;Activités touchées;Actividades afectadas;Dotknięte aktywności;Betroffeni Aktivitäte;
changes.impactAnalysis.activity;Activity;Aktivität;Activité;Actividad;Aktywność;Aktivität;
changes.impactAnalysis.originalDuration;Original Duration;Ursprüngliche Dauer;Durée originale;Duración original;Oryginalny czas trwania;Ursprüngligi Dauer;
changes.impactAnalysis.newDuration;New Duration;Neue Dauer;Nouvelle durée;Nueva duración;Nowy czas trwania;Neui Dauer;
changes.impactAnalysis.delay;Delay;Verzögerung;Retard;Retraso;Opóźnienie;Verzögerig;
changes.impactAnalysis.resourceImpact;Resource Impact;Ressourceneinfluss;Impact sur les ressources;Impacto en los recursos;Wpływ na zasoby;Ressourceneinfluss;
changes.impactAnalysis.additionalResources.title;Additional Resources Needed;Zusätzliche Ressourcen benötigt;Ressources supplémentaires nécessaires;Recursos adicionales necesarios;Dodatkowe zasoby potrzebne;Zusätzlichi Ressourcen benötigt;
changes.impactAnalysis.additionalResources.quantity;Quantity;Menge;Quantité;Cantidad;Ilość;Menge;
changes.impactAnalysis.additionalResources.duration;Duration;Dauer;Durée;Duración;Czas trwania;Dauer;
changes.impactAnalysis.additionalResources.days;days;Tage;jours;días;dni;Täg;
changes.impactAnalysis.resourceReallocation.title;Resource Reallocation;Ressourcen-Umverteilung;Réallocation des ressources;Reasignación de recursos;Przealokacja zasobów;Ressourcen-Umverteilig;
changes.impactAnalysis.resourceReallocation.quantity;Quantity;Menge;Quantité;Cantidad;Ilość;Menge;
changes.impactAnalysis.resourceReallocation.from;From;Von;De;De;Od;Von;
changes.impactAnalysis.resourceReallocation.to;To;Nach;À;A;Do;Nach;
changes.impactAnalysis.riskImpactAnalysis;Risk Impact Analysis;Risikoauswirkungsanalyse;Analyse d'impact des risques;Análisis de impacto de riesgos;Analiza wpływu ryzyka;Risikoauswirkigsanalys;
changes.impactAnalysis.newRisksIdentified;New Risks Identified;Neue Risiken identifiziert;Nouveaux risques identifiés;Nuevos riesgos identificados;Nowe ryzyka zidentyfikowane;Neui Risike identifiziert;
changes.impactAnalysis.modifiedExistingRisks;Modified Existing Risks;Geänderte bestehende Risiken;Risques existants modifiés;Riesgos existentes modificados;Zmodyfikowane istniejące ryzyka;Geänderti bestehendi Risike;
changes.impactAnalysis.probability;Probability;Wahrscheinlichkeit;Probabilité;Probabilidad;Prawdopodobieństwo;Wahrscheinlichkeit;
changes.impactAnalysis.impact;Impact;Auswirkung;Impact;Impacto;Wpływ;Auswirkig;
changes.impactAnalysis.mitigation;Mitigation;Minderung;Atténuation;Mitigación;Łagodzenie;Minderig;
changes.impactAnalysis.probabilityChange;Probability Change;Wahrscheinlichkeitsänderung;Changement de probabilité;Cambio de probabilidad;Zmiana prawdopodobieństwa;Wahrscheinlichkeitsänderig;
changes.impactAnalysis.impactChange;Impact Change;Auswirkungsänderung;Changement d'impact;Cambio de impacto;Zmiana wpływu;Auswirkigsänderig;
changes.impactAnalysis.scenarioAnalysis;Scenario Analysis;Szenarioanalyse;Analyse de scénarios;Análisis de escenarios;Analiza scenariuszy;Szenarioanalys;
changes.impactAnalysis.bestCase;Best Case;Bestfall;Meilleur cas;Mejor caso;Najlepszy przypadek;Bestfall;
changes.impactAnalysis.mostLikely;Most Likely;Wahrscheinlichster Fall;Cas le plus probable;Caso más probable;Najbardziej prawdopodobny;Wahrscheinlichster Fall;
changes.impactAnalysis.worstCase;Worst Case;Schlimmster Fall;Pire cas;Peor caso;Najgorszy przypadek;Schlimmster Fall;
changes.impactAnalysis.scenario;Scenario;Szenario;Scénario;Escenario;Scenariusz;Szenario;
changes.impactAnalysis.costImpact;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.impactAnalysis.scheduleImpact;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.impactAnalysis.analysisMetadata;Analysis performed by {analyzedBy} on {analyzedAt};Analyse durchgeführt von {analyzedBy} am {analyzedAt};Analyse effectuée par {analyzedBy} le {analyzedAt};Análisis realizado por {analyzedBy} el {analyzedAt};Analiza wykonana przez {analyzedBy} w dniu {analyzedAt};Analys durchegführt vo {analyzedBy} am {analyzedAt};
changes.impactAnalysis.updateAnalysis;Update Analysis;Analyse aktualisieren;Mettre à jour l'analyse;Actualizar análisis;Aktualizuj analizę;Analys aktualisiere;
changes.impactAnalysis.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.impactAnalysis.noData;No analytics data available;Keine Analysedaten verfügbar;Aucune donnée d'analyse disponible;No hay datos de análisis disponibles;Brak danych analitycznych;Keini Analysedate verfügbar;
changes.impactEstimation.title;Impact Estimation Tools;Auswirkungs-Schätztools;Outils d'estimation d'impact;Herramientas de estimación de impacto;Narzędzia do szacowania wpływu;Auswirkigs-Schätztools;
changes.impactEstimation.subtitle;Interactive tools for estimating change impact with scenario modeling;Interaktive Tools zur Schätzung des Änderungseinflusses mit Szenariomodellierung;Outils interactifs pour estimer l'impact des changements avec modélisation de scénarios;Herramientas interactivas para estimar el impacto de cambios con modelado de escenarios;Narzędzia interaktywne do szacowania wpływu zmian z modelowaniem scenariuszy;Interaktivi Tools zur Schätzig vom Änderigseinfluss mit Szenariomodellierig;
changes.impactEstimation.reset;Reset;Zurücksetzen;Réinitialiser;Restablecer;Resetuj;Zurücksetze;
changes.impactEstimation.saveEstimate;Save Estimate;Schätzung speichern;Enregistrer l'estimation;Guardar estimación;Zapisz szacowanie;Schätzig speichere;
changes.impactEstimation.tabs.calculator;Impact Calculator;Auswirkungsrechner;Calculateur d'impact;Calculadora de impacto;Kalkulator wpływu;Auswirkigsrechner;
changes.impactEstimation.tabs.scenarios;What-If Scenarios;What-If-Szenarien;Scénarios hypothétiques;Escenarios hipotéticos;Scenariusze co-jeśli;What-If-Szenarie;
changes.impactEstimation.tabs.templates;Template Library;Vorlagenbibliothek;Bibliothèque de modèles;Biblioteca de plantillas;Biblioteka szablonów;Vorlagebibliothek;
changes.impactEstimation.calculator.costFactors;Cost Factors;Kostenfaktoren;Facteurs de coût;Factores de costo;Czynniki kosztów;Kostenfaktore;
changes.impactEstimation.calculator.materialCostChange;Material Cost Change ($);Änderung der Materialkosten ($);Changement de coût des matériaux ($);Cambio de costo de materiales ($);Zmiana kosztów materiałów ($);Änderig der Materialkoste ($);
changes.impactEstimation.calculator.additionalLaborHours;Additional Labor Hours;Zusätzliche Arbeitsstunden;Heures de main-d'œuvre supplémentaires;Horas de mano de obra adicionales;Dodatkowe godziny pracy;Zusätzlichi Arbeitsstund;
